filename,relative_path,category,extension,mime_type,file_size_bytes,file_size_kb,file_size_mb,width,height,duration_seconds,fps,codec,sample_rate,channels,page_count,text_length,line_count,character_count,comment_line_count,blank_line_count
YE5PQJ6NUYA6UOWHADZIVVMCINU4AYZF.doc,Doc/Doc/YE5PQJ6NUYA6UOWHADZIVVMCINU4AYZF.doc,Document,doc,application/msword,978259,955.33,0.93,,,,,,,,,978259.0,,,,
165234321.java,code/1420/B/165234321.java,Code,java,text/x-java-source,794,0.78,0.0,,,,,,,,,,78.0,755.0,1.0,47.0
video_092.mp4,Video/video_092.mp4,Video,mp4,video/mp4,20191015,19717.79,19.26,1920.0,1036.0,30.03,23.98,,,,,,,,,
4VMUKG4TIVAVUP5H4SRGXIJZUWERU7I2.pdf,Pdf/4VMUKG4TIVAVUP5H4SRGXIJZUWERU7I2.pdf,Document,pdf,application/pdf,12802,12.5,0.01,,,,,,,,1.0,1280.0,,,,
164429043.cpp,code/1552/D/164429043.cpp,Code,cpp,text/x-c++,816,0.8,0.0,,,,,,,,,,76.0,778.0,2.0,40.0
0e21835a42a6df2405496f62647058ff855743c1.pdf,Pdf/0e21835a42a6df2405496f62647058ff855743c1.pdf,Document,pdf,application/pdf,1223197,1194.53,1.17,,,,,,,,1.0,50000.0,,,,
I532QF7XT4CGRZFQBRSA7QQMH3UCWFW7.doc,Doc/Doc/I532QF7XT4CGRZFQBRSA7QQMH3UCWFW7.doc,Document,doc,application/msword,38527,37.62,0.04,,,,,,,,,38527.0,,,,
Screenshot (498).png,images/Screenshot (498).png,Image,png,image/png,206007,201.18,0.2,1920.0,1080.0,,,,,,,,,,,
Screenshot (691).png,images/Screenshot (691).png,Image,png,image/png,696691,680.36,0.66,1920.0,1080.0,,,,,,,,,,,
SE6VNMZC7SS4KLSVUOXM3QR4FK2WJHWZ.docx,Docx/Docx/SE6VNMZC7SS4KLSVUOXM3QR4FK2WJHWZ.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,145699,142.28,0.14,,,,,,,,,145699.0,,,,
194373860.py,code/194373860.py,Code,py,text/x-python,922,0.9,0.0,,,,,,,,,,73.0,886.0,0.0,38.0
14.wav,audio/14.wav,Audio,wav,audio/wav,1861690,1818.06,1.78,,,2.64,,pcm_f64le,44100.0,2.0,,,,,,
82.wav,audio/82.wav,Audio,wav,audio/wav,493100,481.54,0.47,,,2.8,,pcm_s16le,44100.0,2.0,,,,,,
184609506.cpp,code/184609506.cpp,Code,cpp,text/x-c++,3467,3.39,0.0,,,,,,,,,,208.0,3363.0,24.0,112.0
79.wav,audio/79.wav,Audio,wav,audio/wav,516140,504.04,0.49,,,2.93,,pcm_s16le,44100.0,2.0,,,,,,
187.wav,audio/187.wav,Audio,wav,audio/wav,576044,562.54,0.55,,,3.27,,pcm_s16le,44100.0,2.0,,,,,,
video_049.mp4,Video/video_049.mp4,Video,mp4,video/mp4,30365839,29654.14,28.96,1920.0,1036.0,29.99,23.98,,,,,,,,,
83870223.java,code/83870223.java,Code,java,text/x-java-source,1404,1.37,0.0,,,,,,,,,,158.0,1325.0,4.0,81.0
EVWZKEBEBK3TDSK3VC4AHQKSNXD6FBWI.pdf,Pdf/EVWZKEBEBK3TDSK3VC4AHQKSNXD6FBWI.pdf,Document,pdf,application/pdf,84198,82.22,0.08,,,,,,,,1.0,8419.0,,,,
145396881.java,code/145396881.java,Code,java,text/x-java-source,7817,7.63,0.01,,,,,,,,,,665.0,7485.0,17.0,385.0
192795309.cpp,code/192795309.cpp,Code,cpp,text/x-c++,471,0.46,0.0,,,,,,,,,,28.0,444.0,1.0,4.0
167092312.py,code/1468/C/167092312.py,Code,py,text/x-python,599,0.58,0.0,,,,,,,,,,57.0,571.0,0.0,29.0
EKYCT6JDYSVHCFQPJSCTM7VEB5GEUPWR.pdf,Pdf/EKYCT6JDYSVHCFQPJSCTM7VEB5GEUPWR.pdf,Document,pdf,application/pdf,105337,102.87,0.1,,,,,,,,1.0,10533.0,,,,
L3KZFZMAQFEW4RY6D5IJJXCRWUVUBLRJ.pdf,Pdf/L3KZFZMAQFEW4RY6D5IJJXCRWUVUBLRJ.pdf,Document,pdf,application/pdf,246453,240.68,0.24,,,,,,,,6.0,24645.0,,,,
WYEYQIJLZUN467X4ATTAXA2FIUYL2C3T.doc,Doc/Doc/WYEYQIJLZUN467X4ATTAXA2FIUYL2C3T.doc,Document,doc,application/msword,52237,51.01,0.05,,,,,,,,,52237.0,,,,
146212912.cpp,code/1523/F/146212912.cpp,Code,cpp,text/x-c++,4960,4.84,0.0,,,,,,,,,,273.0,4824.0,21.0,136.0
Screenshot (602).png,images/Screenshot (602).png,Image,png,image/png,105408,102.94,0.1,1920.0,1080.0,,,,,,,,,,,
254.wav,audio/254.wav,Audio,wav,audio/wav,1529914,1494.06,1.46,,,2.17,,pcm_f64le,44100.0,2.0,,,,,,
133971873.py,code/1551/F/133971873.py,Code,py,text/x-python,1590,1.55,0.0,,,,,,,,,,122.0,1529.0,0.0,63.0
RI2EFC7G35NUUXG5XEXZL7S2JTPG25NY.pdf,Pdf/RI2EFC7G35NUUXG5XEXZL7S2JTPG25NY.pdf,Document,pdf,application/pdf,95300,93.07,0.09,,,,,,,,1.0,9530.0,,,,
319.wav,audio/319.wav,Audio,wav,audio/wav,465452,454.54,0.44,,,2.64,,pcm_s16le,44100.0,2.0,,,,,,
f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf,Pdf/f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf,Document,pdf,application/pdf,257243,251.21,0.25,,,,,,,,20.0,25724.0,,,,
KMTEGGFKCFAJV3ICJRDK3YR2OAFQJ22Y.pdf,Pdf/KMTEGGFKCFAJV3ICJRDK3YR2OAFQJ22Y.pdf,Document,pdf,application/pdf,154333,150.72,0.15,,,,,,,,8.0,15433.0,,,,
TMLSWMKGDE2PLE3QSREAPVVCNK7QXPRC.pdf,Pdf/TMLSWMKGDE2PLE3QSREAPVVCNK7QXPRC.pdf,Document,pdf,application/pdf,75743,73.97,0.07,,,,,,,,15.0,7574.0,,,,
187671443.py,code/187671443.py,Code,py,text/x-python,137,0.13,0.0,,,,,,,,,,11.0,132.0,0.0,6.0
160.wav,audio/160.wav,Audio,wav,audio/wav,695852,679.54,0.66,,,3.94,,pcm_s16le,44100.0,2.0,,,,,,
179.wav,audio/179.wav,Audio,wav,audio/wav,1824826,1782.06,1.74,,,2.59,,pcm_f64le,44100.0,2.0,,,,,,
83.wav,audio/83.wav,Audio,wav,audio/wav,1972282,1926.06,1.88,,,2.8,,pcm_f64le,44100.0,2.0,,,,,,
126.wav,audio/126.wav,Audio,wav,audio/wav,580652,567.04,0.55,,,3.29,,pcm_s16le,44100.0,2.0,,,,,,
2GFKZ3FSJWFKVKALUPEYHSLSHEJ3OGA6.pdf,Pdf/2GFKZ3FSJWFKVKALUPEYHSLSHEJ3OGA6.pdf,Document,pdf,application/pdf,5666,5.53,0.01,,,,,,,,2.0,566.0,,,,
SPOQ5FUVLA2ZM5ITKZRVFHCP3MGMBPEX.docx,Docx/Docx/SPOQ5FUVLA2ZM5ITKZRVFHCP3MGMBPEX.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,37908,37.02,0.04,,,,,,,,,37908.0,,,,
video_094.mp4,Video/video_094.mp4,Video,mp4,video/mp4,22365066,21840.88,21.33,1920.0,1036.0,30.03,23.98,,,,,,,,,
T5YDZLEHT6CHH5L4TRKYQOFOCKXWR5DM.pdf,Pdf/T5YDZLEHT6CHH5L4TRKYQOFOCKXWR5DM.pdf,Document,pdf,application/pdf,46027,44.95,0.04,,,,,,,,2.0,4602.0,,,,
ZEVGJOLU5PKURGKDQ3GMLEWFTBUGJXT6.pdf,Pdf/ZEVGJOLU5PKURGKDQ3GMLEWFTBUGJXT6.pdf,Document,pdf,application/pdf,314016,306.66,0.3,,,,,,,,3.0,31401.0,,,,
255.wav,audio/255.wav,Audio,wav,audio/wav,382508,373.54,0.36,,,2.17,,pcm_s16le,44100.0,2.0,,,,,,
152908504.cpp,code/152908504.cpp,Code,cpp,text/x-c++,701,0.68,0.0,,,,,,,,,,46.0,678.0,7.0,23.0
96826170.py,code/1434/C/96826170.py,Code,py,text/x-python,832,0.81,0.0,,,,,,,,,,49.0,808.0,4.0,26.0
167476348.cpp,code/1548/A/167476348.cpp,Code,cpp,text/x-c++,868,0.85,0.0,,,,,,,,,,93.0,822.0,3.0,47.0
245.wav,audio/245.wav,Audio,wav,audio/wav,1640506,1602.06,1.56,,,2.32,,pcm_f64le,44100.0,2.0,,,,,,
162340125.py,code/1407/B/162340125.py,Code,py,text/x-python,575,0.56,0.0,,,,,,,,,,46.0,552.0,0.0,24.0
149910885.cpp,code/1483/E/149910885.cpp,Code,cpp,text/x-c++,4329,4.23,0.0,,,,,,,,,,305.0,4177.0,97.0,152.0
11613a97cef51ad28635fdd86915e74d94cff227.pdf,Pdf/11613a97cef51ad28635fdd86915e74d94cff227.pdf,Document,pdf,application/pdf,222037,216.83,0.21,,,,,,,,6.0,22203.0,,,,
192794683.cpp,code/192794683.cpp,Code,cpp,text/x-c++,919,0.9,0.0,,,,,,,,,,43.0,878.0,2.0,1.0
122633480.java,code/1438/D/122633480.java,Code,java,text/x-java-source,2415,2.36,0.0,,,,,,,,,,134.0,2348.0,18.0,70.0
279.wav,audio/279.wav,Audio,wav,audio/wav,419372,409.54,0.4,,,2.38,,pcm_s16le,44100.0,2.0,,,,,,
GZ62LWSF6OMAXHC5VDCOYD53D7GSE2HO.pdf,Pdf/GZ62LWSF6OMAXHC5VDCOYD53D7GSE2HO.pdf,Document,pdf,application/pdf,1729705,1689.17,1.65,,,,,,,,1.0,50000.0,,,,
189972719.java,code/189972719.java,Code,java,text/x-java-source,9143,8.93,0.01,,,,,,,,,,602.0,8842.0,15.0,361.0
AEDZUJF6HFEQUC3GZMVSC5EVDPBEJ7TF.pdf,Pdf/AEDZUJF6HFEQUC3GZMVSC5EVDPBEJ7TF.pdf,Document,pdf,application/pdf,10530,10.28,0.01,,,,,,,,2.0,1053.0,,,,
6AVXT3OLPGYVAG7L4CBYJHXLAXJE4V6F.pdf,Pdf/6AVXT3OLPGYVAG7L4CBYJHXLAXJE4V6F.pdf,Document,pdf,application/pdf,783719,765.35,0.75,,,,,,,,2.0,50000.0,,,,
fsi-2013.doc,Doc/Doc/fsi-2013.doc,Document,doc,application/msword,44416,43.38,0.04,,,,,,,,,44416.0,,,,
71.wav,audio/71.wav,Audio,wav,audio/wav,1585210,1548.06,1.51,,,2.25,,pcm_f64le,44100.0,2.0,,,,,,
201.wav,audio/201.wav,Audio,wav,audio/wav,543788,531.04,0.52,,,3.08,,pcm_s16le,44100.0,2.0,,,,,,
162459880.py,code/1535/C/162459880.py,Code,py,text/x-python,1021,1.0,0.0,,,,,,,,,,69.0,987.0,0.0,37.0
RUW5HYZIHK3VYBQE2PL4OZ3KT2S2SPVO.pdf,Pdf/RUW5HYZIHK3VYBQE2PL4OZ3KT2S2SPVO.pdf,Document,pdf,application/pdf,69268,67.64,0.07,,,,,,,,1.0,6926.0,,,,
Screenshot (715).png,images/Screenshot (715).png,Image,png,image/png,121072,118.23,0.12,1920.0,1080.0,,,,,,,,,,,
114.wav,audio/114.wav,Audio,wav,audio/wav,562220,549.04,0.54,,,3.19,,pcm_s16le,44100.0,2.0,,,,,,
152549473.java,code/152549473.java,Code,java,text/x-java-source,2458,2.4,0.0,,,,,,,,,,209.0,2354.0,2.0,128.0
KWL6TCYCODD5ODQXOPLOAX46TIM557CL.pdf,Pdf/KWL6TCYCODD5ODQXOPLOAX46TIM557CL.pdf,Document,pdf,application/pdf,120187,117.37,0.11,,,,,,,,2.0,12018.0,,,,
162985463.java,code/1490/E/162985463.java,Code,java,text/x-java-source,5791,5.66,0.01,,,,,,,,,,390.0,5596.0,25.0,230.0
46KXLWATPXX7EE6CIIN3H4KUPVN3RX75.doc,Doc/Doc/46KXLWATPXX7EE6CIIN3H4KUPVN3RX75.doc,Document,doc,application/msword,38767,37.86,0.04,,,,,,,,,38767.0,,,,
193801208.cpp,code/193801208.cpp,Code,cpp,text/x-c++,12111,11.83,0.01,,,,,,,,,,1059.0,11582.0,110.0,586.0
AB2LVVUR7Q4T7O5QDSUALJSM5UMJH2HT.doc,Doc/Doc/AB2LVVUR7Q4T7O5QDSUALJSM5UMJH2HT.doc,Document,doc,application/msword,58916,57.54,0.06,,,,,,,,,58916.0,,,,
152823854.cpp,code/1411/D/152823854.cpp,Code,cpp,text/x-c++,3468,3.39,0.0,,,,,,,,,,202.0,3367.0,16.0,121.0
Screenshot (591).png,images/Screenshot (591).png,Image,png,image/png,2830222,2763.89,2.7,1920.0,1080.0,,,,,,,,,,,
31.wav,audio/31.wav,Audio,wav,audio/wav,497708,486.04,0.47,,,2.82,,pcm_s16le,44100.0,2.0,,,,,,
video_012.mp4,Video/video_012.mp4,Video,mp4,video/mp4,34576914,33766.52,32.98,1920.0,1036.0,29.99,23.98,,,,,,,,,
SFF6OU2N7INH3UGAKC4QLCTJU2VZK7WM.docx,Docx/Docx/SFF6OU2N7INH3UGAKC4QLCTJU2VZK7WM.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,243955,238.24,0.23,,,,,,,,,243955.0,,,,
72160382.py,code/72160382.py,Code,py,text/x-python,823,0.8,0.0,,,,,,,,,,55.0,796.0,0.0,27.0
189563952.py,code/189563952.py,Code,py,text/x-python,495,0.48,0.0,,,,,,,,,,58.0,466.0,4.0,40.0
186096223.cpp,code/186096223.cpp,Code,cpp,text/x-c++,560,0.55,0.0,,,,,,,,,,53.0,534.0,1.0,26.0
151298794.java,code/1487/C/151298794.java,Code,java,text/x-java-source,9118,8.9,0.01,,,,,,,,,,898.0,8669.0,18.0,495.0
PYTDN333IKHN3QCZW6AJ2ASF6NEQCVJ6.doc,Doc/Doc/PYTDN333IKHN3QCZW6AJ2ASF6NEQCVJ6.doc,Document,doc,application/msword,45594,44.53,0.04,,,,,,,,,45594.0,,,,
159907787.cpp,code/1439/C/159907787.cpp,Code,cpp,text/x-c++,2745,2.68,0.0,,,,,,,,,,301.0,2595.0,19.0,151.0
159298870.py,code/159298870.py,Code,py,text/x-python,1281,1.25,0.0,,,,,,,,,,81.0,1241.0,5.0,45.0
172246559.java,code/172246559.java,Code,java,text/x-java-source,3532,3.45,0.0,,,,,,,,,,214.0,3425.0,4.0,110.0
166631796.cpp,code/1536/A/166631796.cpp,Code,cpp,text/x-c++,1485,1.45,0.0,,,,,,,,,,74.0,1412.0,17.0,7.0
104276124.py,code/1469/E/104276124.py,Code,py,text/x-python,942,0.92,0.0,,,,,,,,,,87.0,899.0,0.0,43.0
TQSAKC5ZXKO27EPBJ7HLTN2K3CW5L4MR.docx,Docx/Docx/TQSAKC5ZXKO27EPBJ7HLTN2K3CW5L4MR.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,37970,37.08,0.04,,,,,,,,,37970.0,,,,
16.wav,audio/16.wav,Audio,wav,audio/wav,488492,477.04,0.47,,,2.77,,pcm_s16le,44100.0,2.0,,,,,,
KNOSFODTQCUVGFKMJLWBF6KZS3RVBESD.docx,Docx/Docx/KNOSFODTQCUVGFKMJLWBF6KZS3RVBESD.docx,Document,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,39914,38.98,0.04,,,,,,,,,39914.0,,,,
